Title,URL extension,External Website Logo,URL(href),Description,Course logo URL
Physics II: Electricity and Magnetism (Fall 2002),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-022-physics-ii-electricity-and-magnetism-fall-2002,"Parallel to 8.02: Physics II, but more advanced mathematically. Some knowledge of vector calculus assumed. Maxwell's equations, in both differential and integral form. Electrostatic and magnetic vector potential. Properties of dielectrics and magnetic materials. In addition to the theoretical subject matter, several experiments in electricity and magnetism are performed by the students in the laboratory.",https://ocw.mit.edu/courses/physics/8-022-physics-ii-electricity-and-magnetism-fall-2002/8-022f02.jpg
Physics II: Electricity & Magnetism with an Experimental Focus (Spring 2005),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-02x-physics-ii-electricity-magnetism-with-an-experimental-focus-spring-2005,"This course is an introduction to electromagnetism and electrostatics. Topics include: electric charge, Coulomb's law, electric structure of matter, conductors and dielectrics, concepts of electrostatic field and potential, electrostatic energy, electric currents, magnetic fields, Ampere's law, magnetic materials, time-varying fields, Faraday's law of induction, basic electric circuits, electromagnetic waves, and Maxwell's equations. The course has an experimental focus, and includes several experiments that are intended to illustrate the concepts being studied.Prof. Roland wishes to acknowledge that the structure and content of this course owe much to the contributions of Prof. Ambrogio Fasoli.",https://ocw.mit.edu/courses/physics/8-02x-physics-ii-electricity-magnetism-with-an-experimental-focus-spring-2005/8-02xs05.jpg
Quantum Physics I (Spring 2016),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-04-quantum-physics-i-spring-2016,"This is the first course in the undergraduate Quantum Physics sequence. It introduces the basic features of quantum mechanics. It covers the experimental basis of quantum physics, introduces wave mechanics, SchrÃ¶dinger's equation in a single dimension, and SchrÃ¶dinger's equation in three dimensions.",https://ocw.mit.edu/courses/physics/8-04-quantum-physics-i-spring-2016/8-04s16.jpg
Classical Mechanics (Fall 2016),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-01sc-classical-mechanics-fall-2016,"This first course in the physics curriculum introduces classical mechanics. Historically, a set of core concepts—space, time, mass, force,  momentum, torque, and angular momentum—were introduced in classical mechanics in order to solve the most famous physics problem, the motion  of the planets.The principles of mechanics successfully described many other phenomena encountered in the world. Conservation laws involving energy, momentum and angular momentum provided a second parallel approach to solving many of the same problems. In this course, we will investigate both approaches: Force and conservation laws.Our goal is to develop a conceptual understanding of the core concepts, a familiarity with the experimental verification of our theoretical laws, and an ability to apply the theoretical framework to describe and predict the motions of bodies.",https://ocw.mit.edu/courses/physics/8-01sc-classical-mechanics-fall-2016/8-01scf16.jpg
Relativity (Fall 2006),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-033-relativity-fall-2006,"This course, which concentrates on special relativity, is normally taken by physics majors in their sophomore year. Topics include Einstein's postulates, the Lorentz transformation, relativistic effects and paradoxes, and applications involving electromagnetism and particle physics. This course also provides a brief introduction to some concepts of general relativity, including the principle of equivalence, the Schwartzschild metric and black holes, and the FRW metric and cosmology.",https://ocw.mit.edu/courses/physics/8-033-relativity-fall-2006/8-033f06.jpg
Physics II: Electricity and Magnetism (Spring 2007),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-02-physics-ii-electricity-and-magnetism-spring-2007,"This freshman-level course is the second semester of introductory physics. The focus is on electricity and magnetism. The subject is taught using the TEAL (Technology Enabled Active Learning) format which utilizes small group interaction and current technology. The TEAL/Studio Project at MIT is a new approach to physics education designed to help students develop much better intuition about, and conceptual models of, physical phenomena.",https://ocw.mit.edu/courses/physics/8-02-physics-ii-electricity-and-magnetism-spring-2007/8-02s07.jpg
Physics I: Classical Mechanics (Fall 2005),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-01l-physics-i-classical-mechanics-fall-2005,"This course is offered throughout the fall, and continues through the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.8.01L is an introductory mechanics course, which covers all the topics covered in 8.01T. The class meets throughout the fall, and continues throughout the Independent Activities Period (IAP).",https://ocw.mit.edu/courses/physics/8-01l-physics-i-classical-mechanics-fall-2005/8-01lf05.jpg
Physics III (Spring 2003),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-03-physics-iii-spring-2003,"Mechanical vibrations and waves, simple harmonic motion, superposition, forced vibrations and resonance, coupled oscillations and normal modes, vibrations of continuous systems, reflection and refraction, phase and group velocity. Optics, wave solutions to Maxwell's equations, polarization, Snell's law, interference, Huygens's principle, Fraunhofer diffraction, and gratings.",https://ocw.mit.edu/courses/physics/8-03-physics-iii-spring-2003/8-03s03.jpg
Electricity and Magnetism (Spring 2005),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-02t-electricity-and-magnetism-spring-2005,"This freshman-level course is the second semester of introductory physics. The focus is on electricity and magnetism. The subject is taught using the TEAL (Technology Enabled Active Learning) format which utilizes small group interaction and current technology. The TEAL/Studio Project at MIT is a new approach to physics education designed to help students develop much better intuition about, and conceptual models of, physical phenomena.",https://ocw.mit.edu/courses/physics/8-02t-electricity-and-magnetism-spring-2005/8-02ts05.jpg
Physics III: Vibrations and Waves (Fall 2016),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-03sc-physics-iii-vibrations-and-waves-fall-2016,"Vibrations and waves are everywhere. If you take any system and disturb it from a stable equilibrium, the resultant motion will be waves and vibrations. Think of a guitar string—pluck the string, and it vibrates. The sound waves generated make their way to our ears, and we hear the string’s sound. Our eyes see what’s happening because they receive the electromagnetic waves of the light reflected from the guitar string, so that we can recognize the beautiful sinusoidal waves on the string.  In fact, without vibrations and waves, we could not recognize the universe around us at all!The amazing thing is that we can describe many fascinating phenomena arising from very different physical systems with mathematics. This course will provide you with the concepts and mathematical tools necessary to understand and explain a broad range of vibrations and waves. You will learn that waves come from many interconnected (coupled) objects when they are vibrating together. We will discuss many of these phenomena, along with related topics, including mechanical vibrations and waves, sound waves, electromagnetic waves, optics, and gravitational waves.",https://ocw.mit.edu/courses/physics/8-03sc-physics-iii-vibrations-and-waves-fall-2016/8-03scf16.jpg
Statistical Physics I (Spring 2013),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-044-statistical-physics-i-spring-2013,"This course offers an introduction to probability, statistical mechanics, and thermodynamics. Numerous examples are used to illustrate a wide variety of physical phenomena such as magnetism, polyatomic gases, thermal radiation, electrons in solids, and noise in electronic devices.",https://ocw.mit.edu/courses/physics/8-044-statistical-physics-i-spring-2013/8-044s13.jpg
Physics II: Electricity and Magnetism (Fall 2004),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-022-physics-ii-electricity-and-magnetism-fall-2004,"Course 8.022 is one of several second-term freshman physics courses offered at MIT. It is geared towards students who are looking for a thorough and challenging introduction to electricity and magnetism. Topics covered include: Electric and magnetic field and potential; introduction to special relativity; Maxwell's equations, in both differential and integral form; and properties of dielectrics and magnetic materials. In addition to the theoretical subject matter, several experiments in electricity and magnetism are performed by the students in the laboratory.Prof. Sciolla would like to acknowledge the contributions of MIT Professors Scott Hughes and Peter Fisher to the development of this course. She would also like to acknowledge that these course materials include contributions from past instructors, textbooks, and other members of the MIT Physics Department affiliated with course 8.022. Since the following works have evolved over a period of many years, no single source can be attributed.",https://ocw.mit.edu/courses/physics/8-022-physics-ii-electricity-and-magnetism-fall-2004/8-022f04.gif
Quantum Physics I (Spring 2013),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-04-quantum-physics-i-spring-2013,"This course covers the experimental basis of quantum physics. It introduces wave mechanics, SchrÃ¶dinger's equation in a single dimension, and SchrÃ¶dinger's equation in three dimensions.",https://ocw.mit.edu/courses/physics/8-04-quantum-physics-i-spring-2013/8-04s13.jpg
Quantum Physics II (Fall 2013),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-05-quantum-physics-ii-fall-2013,,https://ocw.mit.edu/courses/physics/8-05-quantum-physics-ii-fall-2013/8-05f13.jpg
Classical Mechanics III (Fall 2014),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-09-classical-mechanics-iii-fall-2014,"This course covers Lagrangian and Hamiltonian mechanics, systems with constraints, rigid body dynamics, vibrations, central forces, Hamilton-Jacobi theory, action-angle variables, perturbation theory, and continuous systems. It provides an introduction to ideal and viscous fluid mechanics, including turbulence, as well as an introduction to nonlinear dynamics, including chaos.",https://ocw.mit.edu/courses/physics/8-09-classical-mechanics-iii-fall-2014/8-09F14.jpg
Electromagnetism II (Fall 2012),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-07-electromagnetism-ii-fall-2012, ,https://ocw.mit.edu/courses/physics/8-07-electromagnetism-ii-fall-2012/8-07f12.jpg
Quantum Physics III (Spring 2005),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-06-quantum-physics-iii-spring-2005,,https://ocw.mit.edu/courses/physics/8-06-quantum-physics-iii-spring-2005/8-06s05.jpg
Introduction to Special Relativity (January IAP 2005),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-20-introduction-to-special-relativity-january-iap-2005,"This course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.Prof. Knuteson wishes to acknowledge that this course was originally designed and taught by Prof. Robert Jaffe.",https://ocw.mit.edu/courses/physics/8-20-introduction-to-special-relativity-january-iap-2005/8-20iap05.jpg
The Physics of Energy (Fall 2009),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-21-the-physics-of-energy-fall-2009,"This course is designed to give you the scientific understanding you need to answer questions like:The course is designed for MIT sophomores, juniors, and seniors who want to understand the fundamental laws and physical processes that govern the sources, extraction, transmission, storage, degradation, and end uses of energy.",https://ocw.mit.edu/courses/physics/8-21-the-physics-of-energy-fall-2009/8-21f09.jpg
Classical Mechanics II (January IAP 2017),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-223-classical-mechanics-ii-january-iap-2017,"This undergraduate course is a broad, theoretical treatment of classical mechanics, useful in its own right for treating complex dynamical problems, but essential to understanding the foundations of quantum mechanics and statistical physics.",https://ocw.mit.edu/courses/physics/8-223-classical-mechanics-ii-january-iap-2017/8-223iap17.jpg
Quantum Physics III (Spring 2016),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-06-quantum-physics-iii-spring-2016,"8.06 is the third course in the three-sequence physics undergraduate Quantum Mechanics curriculum. By the end of this course, you will be able to interpret and analyze a wide range of quantum mechanical systems using both exact analytic techniques and various approximation methods. This course will introduce some of the important model systems studied in contemporary physics, including two-dimensional electron systems, the fine structure of Hydrogen, lasers, and particle scattering.",https://ocw.mit.edu/courses/physics/8-06-quantum-physics-iii-spring-2016/8-06s16.jpg
"Experimental Physics I & II ""Junior Lab"" (Fall 2016)",physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-13-14-experimental-physics-i-ii-junior-lab-fall-2016-spring-2017,"Junior Lab consists of two undergraduate courses in experimental physics. The course sequence is usually taken by Juniors (hence the name). Officially, the courses are called Experimental Physics I and II and are numbered 8.13 for the first half, given in the fall semester, and 8.14 for the second half, given in the spring.Each term, students do experiments on phenomena whose discoveries led to major advances in physics. In the process, they deepen their understanding of the relations between experiment and theory, mostly in atomic and nuclear physics.",https://ocw.mit.edu/courses/physics/8-13-14-experimental-physics-i-ii-junior-lab-fall-2016-spring-2017/8-13-14f16-s17.jpg
Statistical Physics II (Spring 2005),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-08-statistical-physics-ii-spring-2005,"This course covers probability distributions for classical and quantum systems. Topics include: Microcanonical, canonical, and grand canonical partition-functions and associated thermodynamic potentials. Also discussed are conditions of thermodynamic equilibrium for homogenous and heterogenous systems.",https://ocw.mit.edu/courses/physics/8-08-statistical-physics-ii-spring-2005/8-08s05.jpg
"Einstein, Oppenheimer, Feynman: Physics in the 20th Century (Spring 2011)",science-technology-and-society,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/science-technology-and-society/sts-042j-einstein-oppenheimer-feynman-physics-in-the-20th-century-spring-2011,"This course covers the role of physics and physicists during the 20th century, focusing on Einstein, Oppenheimer, and Feynman. Beyond just covering the scientific developments, institutional, cultural, and political contexts will also be examined. ",https://ocw.mit.edu/courses/science-technology-and-society/sts-042j-einstein-oppenheimer-feynman-physics-in-the-20th-century-spring-2011/sts-042js11.jpg
Exploring Black Holes: General Relativity & Astrophysics (Spring 2003),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-224-exploring-black-holes-general-relativity-astrophysics-spring-2003,"Study of physical effects in the vicinity of a black hole as a basis for understanding general relativity, astrophysics, and elements of cosmology. Extension to current developments in theory and observation. Energy and momentum in flat spacetime; the metric; curvature of spacetime near rotating and nonrotating centers of attraction; trajectories and orbits of particles and light; elementary models of the Cosmos. Weekly meetings include an evening seminar and recitation. The last third of the semester is reserved for collaborative research projects on topics such as the Global Positioning System, solar system tests of relativity, descending into a black hole, gravitational lensing, gravitational waves, Gravity Probe B, and more advanced models of the Cosmos.",https://ocw.mit.edu/courses/physics/8-224-exploring-black-holes-general-relativity-astrophysics-spring-2003/8-224s03.jpg
Physics of Solids I (Fall 2006),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-231-physics-of-solids-i-fall-2006,This course offers an introduction to the basic concepts of the quantum theory of solids.,https://ocw.mit.edu/courses/physics/8-231-physics-of-solids-i-fall-2006/8-231f06.jpg
Understanding Lasers and Fiberoptics (Spring 2008),res-6-005-understanding-lasers-and-fiberoptics-spring-2008,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/resources/res-6-005-understanding-lasers-and-fiberoptics-spring-2008,"Lasers are essential to an incredibly large number of applications. Today, they are used in bar code readers, compact discs, medicine, communications, sensors, materials processing, computer printers, data processing, 3D-imaging, spectroscopy, navigation, non-destructive testing, chemical processing, color copiers, laser ""shows"", and in the military. There is hardly a field untouched by the laser. But what exactly is so unique about lasers that makes them so effective?This brief video course is designed for engineers, scientists, medical personnel, managers, and others who work with lasers and/or fiberoptics, or who anticipate working with lasers and/or fiberoptics, yet have little or no background in laser or fiberoptic basics. The course focuses on fundamentals and emphasizes a physical intuitive interpretation of laser and fiberoptic phenomena and their applications. Because Prof. Ezekiel keeps mathematics to a minimum, the topics covered are easily understood, without the need for a strong technical background. Prof. Ezekiel uses plain language, graphic illustrations, and video demonstrations to explain the basic characteristics of lasers and fiberoptics.These videos were produced by the MIT Center for Advanced Engineering Study.",https://ocw.mit.edu/resources/res-6-005-understanding-lasers-and-fiberoptics-spring-2008/res-6-005s08.jpg
Quantum Physics III (Spring 2018),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-06-quantum-physics-iii-spring-2018,,https://ocw.mit.edu/courses/physics/8-06-quantum-physics-iii-spring-2018/8-06s18.jpg
The Early Universe (Fall 2013),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-286-the-early-universe-fall-2013,"The Early Universe provides an introduction to modern cosmology. The first part of the course deals with the classical cosmology, and later part with modern particle physics and its recent impact on cosmology.",https://ocw.mit.edu/courses/physics/8-286-the-early-universe-fall-2013/8-286f13.jpg
Introduction to Astronomy (Spring 2006),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-282j-introduction-to-astronomy-spring-2006,"Introduction to Astronomy provides a quantitative introduction to the physics of the solar system, stars, the interstellar medium, the galaxy, and the universe, as determined from a variety of astronomical observations and models.",https://ocw.mit.edu/courses/physics/8-282j-introduction-to-astronomy-spring-2006/8-282js06.jpg
Modern Astrophysics (Spring 2006),physics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/physics/8-284-modern-astrophysics-spring-2006,"This course explores the applications of physics (Newtonian, statistical, and quantum mechanics) to fundamental processes that occur in celestial objects. The list of topics includes Main-sequence Stars, Collapsed Stars (White Dwarfs, Neutron Stars, and Black Holes), Pulsars, Supernovae, the Interstellar Medium, Galaxies, and as time permits, Active Galaxies, Quasars, and Cosmology. Observational data is also discussed.",https://ocw.mit.edu/courses/physics/8-284-modern-astrophysics-spring-2006/8-284s06.jpg
